genome,host,date,completeness,geo,spc,is_host_adapted,is_human_infection,temp_22,temp_25,temp_37,opt_temp,opt_ph,growth_rate,ref
GCF_001998545.1,Homo sapiens,01/02/2007,97.76,USA,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001997425.1,Homo sapiens,09/08/2007,97.78,USA,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001997425.1,Homo sapiens,09/08/2007,97.78,USA,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000674635.1,Homo sapiens,2013,97.25,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000674635.1,Homo sapiens,2013,97.25,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000674655.1,Homo sapiens,2013,96.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000674655.1,Homo sapiens,2013,96.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000313215.2,Homo sapiens,2011,97.25,Malaysia: University Malaya Medical Center,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000313215.2,Homo sapiens,2011,97.25,Malaysia: University Malaya Medical Center,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000674675.1,Homo sapiens,unknown,97.15,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000674675.1,Homo sapiens,unknown,97.15,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000674695.1,Homo sapiens,unknown,97.56,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000674695.1,Homo sapiens,unknown,97.56,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000674715.1,Homo sapiens,unknown,97.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000674715.1,Homo sapiens,unknown,97.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000674735.1,Homo sapiens,unknown,97.6,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000674735.1,Homo sapiens,unknown,97.6,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000656435.1,Homo sapiens,unknown,97.4,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000656435.1,Homo sapiens,unknown,97.4,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000674755.1,Homo sapiens,unknown,97.31,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000674755.1,Homo sapiens,unknown,97.31,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000656455.1,Homo sapiens,unknown,96.63,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000656455.1,Homo sapiens,unknown,96.63,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000674775.1,Homo sapiens,unknown,97.86,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000674775.1,Homo sapiens,unknown,97.86,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000674795.1,Homo sapiens,unknown,96.4,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000674795.1,Homo sapiens,unknown,96.4,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000669295.1,Homo sapiens,unknown,97.48,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000669295.1,Homo sapiens,unknown,97.48,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000674815.1,Homo sapiens,unknown,97.7,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000674815.1,Homo sapiens,unknown,97.7,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000674835.1,Homo sapiens,unknown,96.31,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000674835.1,Homo sapiens,unknown,96.31,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000674855.1,Homo sapiens,unknown,97.6,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000674855.1,Homo sapiens,unknown,97.6,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000657875.1,Homo sapiens,unknown,96.93,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000657875.1,Homo sapiens,unknown,96.93,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000656475.1,Homo sapiens,unknown,96.25,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000656475.1,Homo sapiens,unknown,96.25,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668255.1,Homo sapiens,unknown,97.31,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668255.1,Homo sapiens,unknown,97.31,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000656495.1,Homo sapiens,unknown,97.73,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000656495.1,Homo sapiens,unknown,97.73,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668275.1,Homo sapiens,unknown,97.17,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668275.1,Homo sapiens,unknown,97.17,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668295.1,Homo sapiens,unknown,97.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668295.1,Homo sapiens,unknown,97.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668315.1,Homo sapiens,unknown,97.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668315.1,Homo sapiens,unknown,97.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668335.1,Homo sapiens,unknown,97.56,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668335.1,Homo sapiens,unknown,97.56,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668355.1,Homo sapiens,unknown,95.77,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668355.1,Homo sapiens,unknown,95.77,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668375.1,Homo sapiens,unknown,97.86,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668375.1,Homo sapiens,unknown,97.86,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000658055.1,Homo sapiens,unknown,97.17,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000658055.1,Homo sapiens,unknown,97.17,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668395.1,Homo sapiens,unknown,97.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668395.1,Homo sapiens,unknown,97.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668415.1,Homo sapiens,unknown,97.51,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668415.1,Homo sapiens,unknown,97.51,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000657895.1,Homo sapiens,unknown,97.09,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000657895.1,Homo sapiens,unknown,97.09,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000658075.1,Homo sapiens,unknown,97.78,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000658075.1,Homo sapiens,unknown,97.78,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668435.1,Homo sapiens,unknown,96.48,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668435.1,Homo sapiens,unknown,96.48,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000658035.1,Homo sapiens,unknown,97.78,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000658035.1,Homo sapiens,unknown,97.78,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668455.1,Homo sapiens,unknown,97.15,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668455.1,Homo sapiens,unknown,97.15,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668475.1,Homo sapiens,unknown,96.08,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668475.1,Homo sapiens,unknown,96.08,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668495.1,Homo sapiens,unknown,97.58,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668495.1,Homo sapiens,unknown,97.58,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668515.1,Homo sapiens,unknown,97.86,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668515.1,Homo sapiens,unknown,97.86,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000656515.1,Homo sapiens,unknown,97.69,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000656515.1,Homo sapiens,unknown,97.69,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668535.1,Homo sapiens,unknown,97.56,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668535.1,Homo sapiens,unknown,97.56,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668555.1,Homo sapiens,unknown,96.6,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668555.1,Homo sapiens,unknown,96.6,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668575.1,Homo sapiens,unknown,97.86,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668575.1,Homo sapiens,unknown,97.86,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668595.1,Homo sapiens,unknown,96.88,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668595.1,Homo sapiens,unknown,96.88,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668615.1,Homo sapiens,unknown,97.78,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668615.1,Homo sapiens,unknown,97.78,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668635.1,Homo sapiens,unknown,97.12,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668635.1,Homo sapiens,unknown,97.12,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668655.1,Homo sapiens,unknown,97.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668655.1,Homo sapiens,unknown,97.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668675.1,Homo sapiens,unknown,96.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668675.1,Homo sapiens,unknown,96.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668695.1,Homo sapiens,unknown,97.86,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668695.1,Homo sapiens,unknown,97.86,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668715.1,Homo sapiens,unknown,96.48,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668715.1,Homo sapiens,unknown,96.48,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000656535.1,Homo sapiens,unknown,97.86,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000656535.1,Homo sapiens,unknown,97.86,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000656555.1,Homo sapiens,unknown,97.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000656555.1,Homo sapiens,unknown,97.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000657915.1,Homo sapiens,unknown,96.9,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000657915.1,Homo sapiens,unknown,96.9,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668735.1,Homo sapiens,unknown,97.51,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668735.1,Homo sapiens,unknown,97.51,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668755.1,Homo sapiens,unknown,97.55,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668755.1,Homo sapiens,unknown,97.55,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668775.1,Homo sapiens,unknown,97.86,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668775.1,Homo sapiens,unknown,97.86,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668795.1,Homo sapiens,unknown,97.51,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668795.1,Homo sapiens,unknown,97.51,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668815.1,Homo sapiens,unknown,97.56,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668815.1,Homo sapiens,unknown,97.56,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668835.1,Homo sapiens,unknown,96.94,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668835.1,Homo sapiens,unknown,96.94,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668855.1,Homo sapiens,unknown,97.42,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668855.1,Homo sapiens,unknown,97.42,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668875.1,Homo sapiens,unknown,96.67,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668875.1,Homo sapiens,unknown,96.67,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668895.1,Homo sapiens,unknown,96.85,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668895.1,Homo sapiens,unknown,96.85,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668915.1,Homo sapiens,unknown,97.08,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668915.1,Homo sapiens,unknown,97.08,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668935.1,Homo sapiens,unknown,97.31,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668935.1,Homo sapiens,unknown,97.31,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668955.1,Homo sapiens,unknown,97.42,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668955.1,Homo sapiens,unknown,97.42,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668975.1,Homo sapiens,unknown,97.78,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668975.1,Homo sapiens,unknown,97.78,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000668995.1,Homo sapiens,unknown,96.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000668995.1,Homo sapiens,unknown,96.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000669015.1,Homo sapiens,unknown,97.43,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000669015.1,Homo sapiens,unknown,97.43,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000669035.1,Homo sapiens,unknown,97.46,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000669035.1,Homo sapiens,unknown,97.46,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000669055.1,Homo sapiens,unknown,97.12,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000669055.1,Homo sapiens,unknown,97.12,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000656575.1,Homo sapiens,unknown,97.49,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000656575.1,Homo sapiens,unknown,97.49,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000669075.1,Homo sapiens,unknown,96.85,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000669075.1,Homo sapiens,unknown,96.85,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000656595.1,Homo sapiens,unknown,97.25,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000656595.1,Homo sapiens,unknown,97.25,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000656615.1,Homo sapiens,unknown,97.31,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000656615.1,Homo sapiens,unknown,97.31,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000669095.1,Homo sapiens,unknown,97.51,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000669095.1,Homo sapiens,unknown,97.51,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000669115.1,Homo sapiens,unknown,96.94,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000669115.1,Homo sapiens,unknown,96.94,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000669135.1,Homo sapiens,unknown,96.69,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000669135.1,Homo sapiens,unknown,96.69,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000669155.1,Homo sapiens,unknown,97.57,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000669155.1,Homo sapiens,unknown,97.57,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000669175.1,Homo sapiens,unknown,97.2,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000669175.1,Homo sapiens,unknown,97.2,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000669195.1,Homo sapiens,unknown,97.6,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000669195.1,Homo sapiens,unknown,97.6,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000669215.1,Homo sapiens,unknown,97.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000669215.1,Homo sapiens,unknown,97.64,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000669235.1,Homo sapiens,unknown,97.47,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000669235.1,Homo sapiens,unknown,97.47,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000656415.1,Homo sapiens,unknown,96.23,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000656415.1,Homo sapiens,unknown,96.23,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000706465.1,Homo sapiens,unknown,96.69,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000706465.1,Homo sapiens,unknown,96.69,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000656635.1,Homo sapiens,unknown,97.37,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000656635.1,Homo sapiens,unknown,97.37,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000669255.1,Homo sapiens,unknown,97.51,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000669255.1,Homo sapiens,unknown,97.51,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000669275.1,Homo sapiens,unknown,97.6,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000669275.1,Homo sapiens,unknown,97.6,Uganda,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000304555.1,,,97.73,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000304555.1,,,97.73,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001593225.1,Homo sapiens,01/05/2006,95.15,Colombia: Medellin,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_001593225.1,Homo sapiens,01/05/2006,95.15,Colombia: Medellin,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666065.1,Homo sapiens,25/06/2007,95.89,Mali,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666065.1,Homo sapiens,25/06/2007,95.89,Mali,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666125.1,Homo sapiens,28/09/2007,96.21,Mali,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666125.1,Homo sapiens,28/09/2007,96.21,Mali,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_002982335.1,Homo sapiens,,96.28,Senegal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_905183025.1,Homo sapiens,2007,96.28,France,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_002982335.1,Homo sapiens,,96.28,Senegal,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_905183025.1,Homo sapiens,2007,96.28,France,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_905183075.1,Homo sapiens,2007,97.02,France,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_905183075.1,Homo sapiens,2007,97.02,France,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_001544855.1,,,NA,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_014489235.1,Homo sapiens,1969,NA,France,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_014489295.1,Homo sapiens,1993,NA,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_014489235.1,Homo sapiens,1969,NA,France,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_014489295.1,Homo sapiens,1993,NA,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000253355.1,,,96.32,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000253355.1,,,96.32,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000665865.1,,,95.11,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000665865.1,,,95.11,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000159775.1,,,NA,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000159775.1,,,NA,,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666185.1,Homo sapiens,,95.6,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666185.1,Homo sapiens,,95.6,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666205.1,Homo sapiens,,95.07,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666205.1,Homo sapiens,,95.07,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666225.1,Homo sapiens,,96.84,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666225.1,Homo sapiens,,96.84,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666305.1,Homo sapiens,,96.48,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666305.1,Homo sapiens,,96.48,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666405.1,Homo sapiens,,95.08,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666405.1,Homo sapiens,,95.08,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666425.1,Homo sapiens,,95.76,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666425.1,Homo sapiens,,95.76,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCA_000666445.1,Homo sapiens,,96.31,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
GCF_000666445.1,Homo sapiens,,96.31,Mali: Point G Hospital,tuberculosis,host adapted,Y,-,-,+,37,6.4-7.0,slow,
